date,module,corr_ln_mcap
2014-06-30,risk,0.05615348491917337
2014-06-30,score,-0.11957772960615518
2014-09-30,trend,-0.2630108999966963
2014-09-30,breakout,-0.1545993781085935
2014-09-30,quality,0.2495605230700832
2014-09-30,risk,-0.03261793113143926
2014-09-30,score,-0.15987233096255493
2014-12-31,trend,0.41274138012930084
2014-12-31,breakout,0.413556802006264
2014-12-31,quality,0.1884116192981159
2014-12-31,risk,0.16700837976955596
2014-12-31,score,0.395379067927143
2015-03-31,trend,0.07708502885927515
2015-03-31,breakout,-0.242713389902961
2015-03-31,quality,0.24612474127143663
2015-03-31,risk,-0.11091531066093915
2015-03-31,score,0.04188434449212715
2015-06-30,trend,-0.0021489145903450767
2015-06-30,breakout,0.05537778106035228
2015-06-30,quality,0.2474143542405524
2015-06-30,risk,0.08307830472188835
2015-06-30,score,0.1634501402398053
2015-09-30,trend,0.12535993644772953
2015-09-30,breakout,0.06213390285035943
2015-09-30,quality,0.2497953560102066
2015-09-30,risk,0.1658276309982364
2015-09-30,score,0.1937995438858176
2015-12-31,trend,-0.25846287627279996
2015-12-31,breakout,-0.12770467979172156
2015-12-31,quality,0.2736851597455621
2015-12-31,risk,0.0017524650040838504
2015-12-31,score,-0.11883031078576974
2016-03-31,trend,-0.07452233412039225
2016-03-31,breakout,-0.015528848489696042
2016-03-31,quality,0.25121016338583035
2016-03-31,risk,0.15884504351564327
2016-03-31,score,0.05988993064294866
2016-06-30,trend,-0.03396597230991953
2016-06-30,breakout,-0.05442220894684862
2016-06-30,quality,0.25754249783604527
2016-06-30,risk,0.07369642162631715
2016-06-30,score,0.0445700605516111
2016-09-30,trend,-0.11436801453754342
2016-09-30,breakout,-0.13106670801735587
2016-09-30,quality,0.24069854812599906
2016-09-30,risk,0.04853108610967785
2016-09-30,score,-0.027257084815071164
2016-12-30,trend,-0.015849548980022096
2016-12-30,breakout,0.07289768244090904
2016-12-30,quality,0.22175434137499286
2016-12-30,risk,0.11458772123717814
2016-12-30,score,0.07095154783869814
2017-03-31,trend,0.30314227504364155
2017-03-31,breakout,0.16238287814626312
2017-03-31,quality,0.21563848376892014
2017-03-31,risk,0.29899758209561195
2017-03-31,score,0.3057921329663019
2017-06-30,trend,0.39889214968676157
2017-06-30,breakout,0.2906403680733577
2017-06-30,quality,0.274351834343742
2017-06-30,risk,0.33810791721671973
2017-06-30,score,0.4627178895511715
2017-09-29,trend,0.293631654928831
2017-09-29,breakout,0.22967938978515628
2017-09-29,quality,0.23875751220469932
2017-09-29,risk,0.27528551254993966
2017-09-29,score,0.4147758247867923
2017-12-29,trend,0.45128949878281704
2017-12-29,breakout,0.27398790016941965
2017-12-29,quality,0.25703505353344774
2017-12-29,risk,0.40440850821152613
2017-12-29,score,0.49251210297384157
2018-03-30,trend,0.27470239073573954
2018-03-30,breakout,0.09330392948748906
2018-03-30,quality,0.24967748835128578
2018-03-30,risk,0.38012719978976334
2018-03-30,score,0.39801745440951164
2018-06-29,trend,0.2825839945649734
2018-06-29,breakout,0.263148923682965
2018-06-29,quality,0.2614903718819701
2018-06-29,risk,0.3627329209828568
2018-06-29,score,0.36257976498378924
2018-09-28,trend,0.320166049716666
2018-09-28,breakout,0.26724649885003354
2018-09-28,quality,0.24968643897851034
2018-09-28,risk,0.38632538722802867
2018-09-28,score,0.4047532545701113
2018-12-28,trend,0.04917768425698586
2018-12-28,breakout,0.05089634803287487
2018-12-28,quality,0.23473886801590044
2018-12-28,risk,0.32635595335826045
2018-12-28,score,0.18941944718139866
2019-03-29,trend,0.05002901035765651
2019-03-29,breakout,0.0542971061500723
2019-03-29,quality,0.23328170087309
2019-03-29,risk,0.24177126716183417
2019-03-29,score,0.18348026296297093
2019-06-28,trend,0.143025153211605
2019-06-28,breakout,0.12598828284049993
2019-06-28,quality,0.2597098777369139
2019-06-28,risk,0.37016333396535944
2019-06-28,score,0.2681555086834734
2019-09-30,trend,0.13449806055863195
2019-09-30,breakout,0.0775186258750303
2019-09-30,quality,0.2612514355508408
2019-09-30,risk,0.32336965058850203
2019-09-30,score,0.2524237382755515
2019-12-31,trend,0.11768826161148467
2019-12-31,breakout,0.11925949390258943
2019-12-31,quality,0.24592025562077513
2019-12-31,risk,0.3719036397557207
2019-12-31,score,0.27426248417166105
2020-03-31,trend,0.09165478120323114
2020-03-31,breakout,0.09041740413594657
2020-03-31,quality,0.2633191723707239
2020-03-31,risk,0.26860575283995686
2020-03-31,score,0.2048968734279813
2020-06-30,trend,0.1968576416661106
2020-06-30,breakout,0.1585933280098966
2020-06-30,quality,0.2862234188486656
2020-06-30,risk,0.2499459887405687
2020-06-30,score,0.2595498137105574
2020-09-30,trend,0.13920878733239359
2020-09-30,breakout,0.0385649821739613
2020-09-30,quality,0.2679820121566046
2020-09-30,risk,0.18959793949743126
2020-09-30,score,0.2014309807991448
2020-12-31,trend,0.3388010048048427
2020-12-31,breakout,0.2450112547272952
2020-12-31,quality,0.27937423187128035
2020-12-31,risk,0.3157671343642134
2020-12-31,score,0.39422203518988236
2021-03-31,trend,0.19220333304590562
2021-03-31,breakout,0.0019883196201643098
2021-03-31,quality,0.2757891201162324
2021-03-31,risk,0.10606756112412048
2021-03-31,score,0.20576075137569846
2021-06-29,trend,0.1459250503328544
2021-06-29,breakout,0.08077160591445363
2021-06-29,quality,0.31564643641480117
2021-06-29,risk,0.07038279843973391
2021-06-29,score,0.21736032271437675
2021-06-30,trend,0.13675194348018094
2021-06-30,breakout,0.07865225485899296
2021-06-30,quality,0.31497184590312866
2021-06-30,risk,0.06775543236108605
2021-06-30,score,0.2115987517295464
2021-09-30,trend,0.14904339998244903
2021-09-30,breakout,0.02125838564222483
2021-09-30,quality,0.29902131550389305
2021-09-30,risk,-0.007422534660624742
2021-09-30,score,0.1388557314738499
2021-12-31,trend,-0.06324498991943095
2021-12-31,breakout,-0.20689603949882848
2021-12-31,quality,0.31083317094526736
2021-12-31,risk,-0.07389320593433252
2021-12-31,score,-0.047814451897762365
2022-03-31,trend,-0.107694595492171
2022-03-31,breakout,-0.04592826396983975
2022-03-31,quality,0.2802705144752781
2022-03-31,risk,0.07249110830533144
2022-03-31,score,-0.021342743268839344
2022-06-30,trend,0.1291430171762649
2022-06-30,breakout,0.05375969208179742
2022-06-30,quality,0.2897136885267185
2022-06-30,risk,0.16343748348779943
2022-06-30,score,0.1755276762314372
2022-09-30,trend,0.03507355974095821
2022-09-30,breakout,0.10650103900744158
2022-09-30,quality,0.29507378840980675
2022-09-30,risk,0.21168490325168743
2022-09-30,score,0.1763487249263315
2022-12-30,trend,-0.06672824947775506
2022-12-30,breakout,-0.0033504635816645526
2022-12-30,quality,0.27027001525115957
2022-12-30,risk,0.17913778401735914
2022-12-30,score,0.07221349731764644
2023-03-31,trend,-0.008092511247606215
2023-03-31,breakout,0.08903113193578313
2023-03-31,quality,0.261673275813033
2023-03-31,risk,0.14985336356548473
2023-03-31,score,0.09044212892018534
2023-06-30,trend,-0.08970250539659211
2023-06-30,breakout,-0.17758282114922738
2023-06-30,quality,0.2553688550631805
2023-06-30,risk,0.041657139168444615
2023-06-30,score,-0.03644150110670761
2023-09-28,trend,-0.08122549911635414
2023-09-28,breakout,-0.036350972884001395
2023-09-28,quality,0.2591944634009233
2023-09-28,risk,0.11307209893044555
2023-09-28,score,0.031491090240707384
2023-12-29,trend,-0.15817940281838452
2023-12-29,breakout,-0.07140249153861604
2023-12-29,quality,0.2626649589093777
2023-12-29,risk,0.15055058443669248
2023-12-29,score,-0.038384161740352446
2024-03-29,trend,0.23664107419909147
2024-03-29,breakout,0.14918524938112349
2024-03-29,quality,0.2437021829274938
2024-03-29,risk,0.47343369265733715
2024-03-29,score,0.3267474666375465
2024-06-28,trend,0.2928898925940818
2024-06-28,breakout,0.2722397221189892
2024-06-28,quality,0.2591125595008067
2024-06-28,risk,0.5453171466869938
2024-06-28,score,0.42219753497710166
2024-09-30,trend,0.0052380612241039945
2024-09-30,breakout,0.19209506370933715
2024-09-30,quality,0.2658210333196734
2024-09-30,risk,0.42052143107110856
2024-09-30,score,0.27522649722166015
2024-12-31,trend,0.021469126383578542
2024-12-31,breakout,0.012788328314981938
2024-12-31,quality,0.2314888667065567
2024-12-31,risk,0.28825637285222916
2024-12-31,score,0.17632676901008687
2025-03-31,trend,-0.027121757217600326
2025-03-31,breakout,-0.02697017517361422
2025-03-31,quality,0.2303847184097486
2025-03-31,risk,0.24461015133293734
2025-03-31,score,0.0985242564012468
2025-06-30,trend,-0.12108377058465525
2025-06-30,breakout,-0.07256262325205756
2025-06-30,quality,0.22367321765557746
2025-06-30,risk,0.22331610634519605
2025-06-30,score,-0.012829778356166648
2025-09-30,trend,0.24042390892654794
2025-09-30,breakout,0.26296194296189607
2025-09-30,quality,0.22323190449028904
2025-09-30,risk,0.20839929685319836
2025-09-30,score,0.2944033170386115
2025-12-31,trend,0.17466160848902168
2025-12-31,breakout,0.10036634674935807
2025-12-31,quality,0.23137637883332118
2025-12-31,risk,0.11418974581077469
2025-12-31,score,0.22147671754042134
2026-03-31,trend,0.18232208460157645
2026-03-31,breakout,0.10194727334043922
2026-03-31,quality,0.22270731710985558
2026-03-31,risk,0.03450481155237063
2026-03-31,score,0.17778629140296698
2026-06-16,trend,0.33687257812957294
2026-06-16,breakout,0.23933833311918662
2026-06-16,quality,0.25885520566757947
2026-06-16,risk,0.07535347794533073
2026-06-16,score,0.34297663044863574
